millis,ax,ay,az,gx,gy,gz
2024-12-31 11:31:03.427211,-0.006226,0.258179,0.972290,-2.929688,0.976562,-0.793457
2024-12-31 11:31:03.435211,-0.004272,0.258911,0.971558,-3.173828,0.854492,-0.854492
2024-12-31 11:31:03.444211,-0.004272,0.259888,0.970581,-2.929688,0.854492,-0.732422
2024-12-31 11:31:03.452211,-0.004639,0.260864,0.970581,-3.051758,0.732422,-0.610352
2024-12-31 11:31:03.461211,-0.005249,0.281006,0.967529,-2.502441,0.854492,-0.732422
2024-12-31 11:31:03.469211,0.014526,0.316162,0.961182,1.831055,0.671387,-2.136230
2024-12-31 11:31:03.478211,0.046631,0.304932,0.978638,0.732422,0.366211,-5.371094
2024-12-31 11:31:03.486211,0.005615,0.283569,0.958374,-8.728027,0.183105,-5.249023
2024-12-31 11:31:03.495211,-0.013184,0.302368,0.970581,-6.713867,-0.793457,-6.347656
2024-12-31 11:31:03.503211,-0.031982,0.271362,0.951782,-8.544922,0.000000,-7.934570
2024-12-31 11:31:03.512211,0.003540,0.263550,0.948242,-3.234863,0.244141,-9.399414
2024-12-31 11:31:03.520211,-0.006470,0.255005,0.975220,-3.845215,-0.793457,-7.507324
2024-12-31 11:31:03.529211,-0.015137,0.291748,0.975952,-7.507324,-1.342773,-8.056641
2024-12-31 11:31:03.537211,-0.030151,0.221436,0.979248,-9.033203,-0.488281,-8.666992
2024-12-31 11:31:03.545211,-0.006714,0.150391,1.007812,-4.455566,0.366211,-8.605957
2024-12-31 11:31:03.554211,0.053345,0.203125,0.984985,-12.573242,1.953125,-5.737305
2024-12-31 11:31:03.562211,-0.015991,0.321899,0.961304,-22.216797,1.708984,-0.671387
2024-12-31 11:31:03.571211,-0.031494,0.338623,0.938354,-10.070801,-1.037598,-2.380371
2024-12-31 11:31:03.579211,-0.030273,0.247559,0.948486,2.868652,-2.136230,-5.981445
2024-12-31 11:31:03.588211,0.002075,0.257568,0.949097,4.638672,-0.793457,-6.103516
2024-12-31 11:31:03.596211,-0.039429,0.623291,0.825317,22.766113,-1.403809,-9.948730
2024-12-31 11:31:03.605211,-0.033936,0.144165,1.033813,135.559082,-6.652832,-34.423828
2024-12-31 11:31:03.613211,-0.000732,0.140259,1.003540,119.201660,-0.732422,-33.325195
2024-12-31 11:31:03.622211,0.002319,0.179810,0.993286,93.200684,-0.061035,-25.878906
2024-12-31 11:31:03.630211,-0.009766,0.126587,1.011353,82.641602,-4.028320,-25.207520
2024-12-31 11:31:03.639211,-0.003296,0.128052,1.006104,68.115234,-1.708984,-20.019531
2024-12-31 11:31:03.647211,0.007324,0.142212,0.997437,55.358887,0.549316,-15.563965
2024-12-31 11:31:03.655211,-0.000122,0.118042,1.003296,46.997070,-0.244141,-14.343262
2024-12-31 11:31:03.664211,-0.007446,0.107910,1.012817,36.865234,-0.854492,-11.901855
2024-12-31 11:31:03.672211,-0.003174,0.123535,1.003662,24.353027,0.305176,-7.995605
2024-12-31 11:31:03.681211,-0.000732,0.134644,0.999878,15.869141,0.976562,-5.554199
2024-12-31 11:31:03.689211,-0.001587,0.135986,0.997803,12.573242,0.305176,-5.126953
2024-12-31 11:31:03.698211,-0.002686,0.136230,0.998779,11.352539,0.122070,-4.882812
2024-12-31 11:31:03.706211,-0.000244,0.138672,0.994873,12.023926,0.488281,-4.333496
2024-12-31 11:31:03.715211,0.001343,0.142822,0.987915,14.282227,0.427246,-4.760742
2024-12-31 11:31:03.723211,-0.001587,0.160034,0.982788,20.507812,0.061035,-5.859375
2024-12-31 11:31:03.732211,0.013794,0.143921,0.975220,32.958984,-0.122070,-8.056641
2024-12-31 11:31:03.740211,-0.011353,0.165894,0.983643,52.368164,0.488281,-12.573242
2024-12-31 11:31:03.749211,-0.008423,0.122925,1.000610,68.664551,0.000000,-11.840820
2024-12-31 11:31:03.757211,-0.037231,0.179077,1.005127,84.716797,-0.488281,-14.038086
2024-12-31 11:31:03.766211,-0.040039,-0.031616,1.094360,87.768555,0.366211,-19.104004
2024-12-31 11:31:03.774211,-0.001343,0.095825,0.985474,79.467773,3.723145,-24.291992
2024-12-31 11:31:03.782211,0.008911,-0.003784,1.011353,85.754395,1.525879,-22.277832
2024-12-31 11:31:03.791211,-0.001709,-0.003540,1.016235,80.505371,1.037598,-17.578125
2024-12-31 11:31:03.799211,-0.001587,-0.022827,1.020874,69.152832,1.037598,-15.747070
2024-12-31 11:31:03.808211,0.019165,-0.108276,1.043579,58.105469,1.403809,-14.221191
2024-12-31 11:31:03.816211,-0.002197,-0.058716,1.036865,30.517578,-0.671387,-8.972168
2024-12-31 11:31:03.825211,-0.000854,-0.004639,1.005371,-1.403809,-0.244141,-2.624512
2024-12-31 11:31:03.833211,-0.009277,-0.007202,1.016724,-1.586914,-0.244141,-1.708984
2024-12-31 11:31:03.842211,-0.001587,-0.012329,1.010742,-3.845215,2.258301,-1.464844
2024-12-31 11:31:03.850211,0.010864,0.017578,0.998291,-5.737305,3.173828,-0.976562
2024-12-31 11:31:03.859211,0.003418,-0.009155,1.006836,-5.310059,2.197266,-1.220703
2024-12-31 11:31:03.867211,-0.004150,0.013184,1.010254,-6.408691,1.770020,-0.915527
2024-12-31 11:31:03.876211,-0.007446,0.019653,1.022095,-5.615234,3.356934,-2.441406
2024-12-31 11:31:03.884211,0.017578,-0.003540,1.003052,-10.986328,5.249023,-5.065918
2024-12-31 11:31:03.892211,-0.034302,0.079712,0.986328,-19.348145,4.394531,-2.563477
2024-12-31 11:31:03.901211,-0.018066,0.077759,1.007324,-5.004883,3.723145,-8.178711
2024-12-31 11:31:03.909211,0.010742,-0.101562,1.053589,9.582520,5.798340,-12.817383
2024-12-31 11:31:03.918211,-0.009644,-0.032593,1.023682,7.385254,13.183594,-8.361816
2024-12-31 11:31:03.926211,0.007935,0.000366,0.996460,-1.037598,19.470215,-3.845215
2024-12-31 11:31:03.935211,0.014771,-0.103271,1.020630,3.784180,20.751953,-5.493164
2024-12-31 11:31:03.943211,0.026367,0.010986,0.989380,0.976562,21.728516,-0.976562
2024-12-31 11:31:03.952211,0.030518,-0.001831,1.000610,-0.183105,21.240234,0.488281
2024-12-31 11:31:03.960211,0.046021,-0.014160,0.975342,-0.183105,18.798828,0.915527
2024-12-31 11:31:03.969211,0.059204,-0.010376,0.974243,-0.610352,11.291504,2.258301
2024-12-31 11:31:03.977211,0.000854,0.005493,1.021240,-2.197266,3.906250,2.380371
2024-12-31 11:31:03.986211,0.015625,-0.006592,0.997925,-1.220703,1.647949,0.610352
2024-12-31 11:31:03.994211,0.007202,-0.014526,1.002563,-1.037598,0.061035,-0.244141
2024-12-31 11:31:04.003211,0.037598,-0.024414,1.041626,-1.220703,1.770020,0.976562
2024-12-31 11:31:04.011211,-0.031494,0.036865,0.997070,-0.610352,7.202148,1.525879
2024-12-31 11:31:04.019211,0.026123,-0.013794,0.979980,-1.037598,9.704590,-1.342773
2024-12-31 11:31:04.028211,0.048828,-0.020264,0.968750,-1.953125,3.723145,-0.671387
2024-12-31 11:31:04.036211,0.048096,-0.004517,0.986938,-3.967285,-7.751465,-1.098633
2024-12-31 11:31:04.045211,0.025391,-0.031250,1.019775,-4.699707,-14.221191,-2.197266
2024-12-31 11:31:04.053211,0.171021,-0.114624,1.118896,-5.981445,-11.535645,1.037598
2024-12-31 11:31:04.062211,-0.077881,0.051758,1.016113,-10.681152,2.624512,12.145996
2024-12-31 11:31:04.070211,0.005249,0.041016,0.992065,-6.530762,7.446289,15.319824
2024-12-31 11:31:04.079211,0.023560,0.011230,0.990234,-5.859375,4.638672,4.394531
2024-12-31 11:31:04.087211,0.015015,-0.003174,1.010986,-8.544922,-4.394531,-1.342773
2024-12-31 11:31:04.096211,-0.004639,0.022705,1.030396,-12.878418,-5.981445,-4.455566
2024-12-31 11:31:04.104211,-0.000732,0.065430,1.008911,-11.718750,-0.305176,-7.385254
2024-12-31 11:31:04.113211,0.009155,0.016724,1.014160,-2.990723,4.760742,-13.000488
2024-12-31 11:31:04.121211,0.031616,-0.024292,1.008301,2.624512,9.765625,-16.174316
2024-12-31 11:31:04.130211,0.077759,0.035889,0.916260,2.197266,9.216309,-11.718750
2024-12-31 11:31:04.138211,0.104858,-0.036865,0.911621,10.803223,-16.235352,-16.601562
2024-12-31 11:31:04.146211,0.025757,0.014282,0.988037,1.342773,-38.269043,-17.028809
2024-12-31 11:31:04.155211,0.000977,-0.033936,1.059937,2.746582,-50.109863,-17.822266
2024-12-31 11:31:04.163211,-0.045776,0.105103,1.083374,6.530762,-40.893555,-9.033203
2024-12-31 11:31:04.172211,0.023438,0.107422,0.995972,2.441406,-14.892578,-3.112793
2024-12-31 11:31:04.180211,-0.016724,-0.050537,1.020142,-3.295898,-4.882812,-6.042480
2024-12-31 11:31:04.189211,-0.033203,0.057251,0.999878,-6.408691,-3.417969,-7.080078
2024-12-31 11:31:04.197211,-0.059570,-0.036011,1.003052,-0.976562,-3.356934,-12.512207
2024-12-31 11:31:04.206211,-0.056396,0.050659,1.008667,3.051758,-2.014160,-13.000488
2024-12-31 11:31:04.214211,0.006836,0.018311,1.013916,-0.366211,1.220703,-13.122559
2024-12-31 11:31:04.223211,0.020874,-0.181519,1.005005,-5.249023,0.427246,-16.479492
2024-12-31 11:31:04.231211,-0.010376,-0.093750,1.006226,-3.845215,-1.403809,-15.563965
2024-12-31 11:31:04.240211,-0.078125,0.198608,1.007690,-2.014160,-0.854492,-9.826660
2024-12-31 11:31:04.248211,0.138672,-0.255493,1.004272,-0.976562,0.427246,-11.657715
2024-12-31 11:31:04.256211,0.039795,-0.234009,1.002075,0.061035,1.647949,-12.390137
2024-12-31 11:31:04.265211,-0.003906,-0.028687,1.005127,-2.258301,0.976562,-4.272461
2024-12-31 11:31:04.273211,-0.008545,-0.010376,1.007202,-2.319336,0.854492,-0.732422
2024-12-31 11:31:04.282211,-0.008301,-0.006226,1.006958,-2.563477,0.732422,-0.793457
2024-12-31 11:31:04.290211,-0.007690,-0.003540,1.005981,-2.502441,1.037598,-0.671387
2024-12-31 11:31:04.299211,-0.007812,-0.003296,1.005371,-2.197266,0.732422,-0.793457
2024-12-31 11:31:04.307211,-0.009521,-0.007202,1.007690,-2.258301,0.305176,-0.976562
2024-12-31 11:31:04.316211,-0.009766,-0.004272,1.007202,-2.319336,0.305176,-1.220703
2024-12-31 11:31:04.324211,-0.008789,0.001221,1.007568,-2.441406,0.549316,-1.220703
2024-12-31 11:31:04.333211,-0.009766,0.017212,1.005981,-2.624512,0.488281,-1.525879
2024-12-31 11:31:04.341211,-0.009644,0.015137,1.008545,-2.502441,0.610352,-1.831055
2024-12-31 11:31:04.350211,-0.011597,-0.048218,1.007690,-2.197266,0.732422,-2.258301
2024-12-31 11:31:04.358211,-0.009888,-0.008057,1.007324,-2.746582,0.671387,-2.197266
2024-12-31 11:31:04.367211,-0.007812,0.000977,1.008179,-2.746582,0.915527,-1.831055
2024-12-31 11:31:04.375211,-0.009766,-0.000366,1.006592,-3.112793,0.793457,-2.075195
2024-12-31 11:31:04.383211,-0.006226,0.001099,1.007690,-2.929688,0.793457,-2.197266
2024-12-31 11:31:04.392211,-0.010864,-0.030396,1.006470,-3.112793,0.915527,-1.953125
2024-12-31 11:31:04.400211,-0.006958,-0.009399,1.006592,-2.868652,1.037598,-0.976562
2024-12-31 11:31:04.409211,-0.008057,-0.010376,1.005981,-2.868652,0.915527,-0.671387
2024-12-31 11:31:04.417211,-0.006226,-0.006104,1.007812,-2.563477,0.915527,-0.427246
2024-12-31 11:31:04.426211,0.001709,-0.009277,1.004517,-2.319336,1.342773,-0.366211
2024-12-31 11:31:04.434211,0.058228,-0.016113,1.006470,-2.624512,1.525879,0.427246
2024-12-31 11:31:04.443211,0.141602,0.006836,1.004272,-4.211426,1.892090,3.845215
2024-12-31 11:31:04.451211,-0.053467,0.000244,1.009521,-5.310059,2.380371,7.263184
2024-12-31 11:31:04.460211,-0.026611,-0.015015,1.008789,-2.685547,1.647949,6.652832
2024-12-31 11:31:04.468211,0.078979,0.008057,1.010254,-2.136230,1.525879,4.089355
2024-12-31 11:31:04.477211,-0.007202,-0.005859,1.006104,-2.624512,2.563477,2.746582
2024-12-31 11:31:04.485211,-0.030151,-0.017944,1.005981,-1.770020,2.624512,0.976562
2024-12-31 11:31:04.494211,0.067627,-0.028931,1.010254,0.549316,2.258301,-0.366211
2024-12-31 11:31:04.502211,-0.072998,-0.047119,1.010986,0.366211,2.624512,-3.784180
2024-12-31 11:31:04.510211,-0.008179,-0.055298,1.012939,-2.502441,1.037598,-0.671387
2024-12-31 11:31:04.519211,0.010742,-0.074097,1.009644,-4.943848,1.342773,5.371094
2024-12-31 11:31:04.527211,-0.058350,0.031738,1.007935,-5.432129,1.770020,11.108398
2024-12-31 11:31:04.536211,-0.038330,0.019531,1.010376,-2.929688,2.197266,11.657715
2024-12-31 11:31:04.544211,-0.011597,-0.013306,1.010498,-2.136230,2.258301,9.643555
2024-12-31 11:31:04.553211,0.001099,-0.006226,1.009277,-1.892090,2.868652,8.239746
2024-12-31 11:31:04.561211,-0.025879,0.026733,1.007324,-1.831055,2.563477,6.225586
2024-12-31 11:31:04.570211,-0.017090,0.001221,1.010986,-2.502441,1.831055,4.394531
2024-12-31 11:31:04.578211,-0.011475,-0.017212,1.010132,-3.784180,1.586914,1.831055
2024-12-31 11:31:04.587211,-0.012451,-0.014404,1.008179,-4.089355,2.197266,1.464844
2024-12-31 11:31:04.595211,-0.022217,-0.026123,1.018433,-3.784180,2.380371,0.488281
2024-12-31 11:31:04.604211,0.000732,-0.010864,1.000244,-2.502441,3.112793,-0.305176
2024-12-31 11:31:04.612211,0.006714,0.022095,1.007202,-2.380371,2.258301,-0.244141
2024-12-31 11:31:04.620211,0.010254,0.000000,1.026245,-2.075195,1.159668,-0.122070
2024-12-31 11:31:04.629211,-0.004150,-0.024658,1.007568,-1.953125,1.037598,0.122070
2024-12-31 11:31:04.637211,-0.009766,-0.015503,1.017334,-1.770020,-0.549316,1.647949
2024-12-31 11:31:04.646211,-0.012695,-0.017944,1.007446,-2.075195,-2.136230,1.831055
2024-12-31 11:31:04.654211,-0.028076,-0.020020,1.005493,-2.136230,-0.793457,1.525879
2024-12-31 11:31:04.663211,-0.157227,-0.116821,1.020508,-2.258301,-2.258301,3.601074
2024-12-31 11:31:04.671211,-0.070557,-0.108276,1.003418,-1.098633,-1.586914,7.202148
2024-12-31 11:31:04.680211,0.058105,0.110596,1.009277,-3.540039,1.647949,6.652832
2024-12-31 11:31:04.688211,0.052124,-0.004028,1.018188,-4.943848,2.624512,9.521484
2024-12-31 11:31:04.697211,-0.031738,-0.047729,1.002319,-2.685547,-0.061035,3.112793
2024-12-31 11:31:04.705211,0.183105,0.084961,1.030396,-2.563477,-3.173828,-0.366211
2024-12-31 11:31:04.714211,0.025513,0.055664,1.013672,-6.347656,0.183105,-5.187988
2024-12-31 11:31:04.722211,-0.545898,-0.182007,1.014404,-6.896973,1.831055,-7.202148
2024-12-31 11:31:04.731211,0.023682,0.031006,0.994385,-0.915527,1.708984,10.681152
2024-12-31 11:31:04.739211,0.163452,0.018433,1.041382,-2.685547,1.525879,6.774902
2024-12-31 11:31:04.747211,-0.336914,0.001343,0.992188,-5.249023,1.281738,-5.065918
2024-12-31 11:31:04.756211,0.108887,0.092651,1.018799,-2.014160,-0.061035,-5.554199
2024-12-31 11:31:04.764211,-0.315918,0.053833,1.023438,-5.798340,-1.281738,-12.634277
2024-12-31 11:31:04.773211,0.070190,0.029541,0.989258,-3.234863,0.915527,-12.695312
2024-12-31 11:31:04.781211,-0.120728,-0.118896,1.046265,-3.662109,-3.601074,-11.718750
2024-12-31 11:31:04.790211,0.415649,0.051636,1.101440,-3.417969,1.464844,-10.253906
2024-12-31 11:31:04.798211,0.589966,-0.056519,1.092651,-7.568359,3.051758,-16.418457
2024-12-31 11:31:04.807211,-0.504272,0.098755,0.949219,-3.417969,-1.708984,-24.108887
2024-12-31 11:31:04.815211,0.525269,-0.235962,1.005005,-3.479004,0.671387,-22.094727
2024-12-31 11:31:04.824211,0.340698,-0.012207,1.102417,-11.962891,4.272461,-18.188477
2024-12-31 11:31:04.832211,0.844360,-0.237061,1.118164,0.183105,-0.793457,-11.657715
2024-12-31 11:31:04.841211,-0.159790,-0.011841,1.011719,-3.234863,0.366211,-3.906250
2024-12-31 11:31:04.849211,0.424438,-0.080200,1.055420,-9.765625,1.159668,9.582520
2024-12-31 11:31:04.857211,-0.521606,0.029053,0.977173,-1.647949,2.929688,5.310059
2024-12-31 11:31:04.866211,0.128662,-0.099243,0.994873,-0.976562,4.211426,3.967285
2024-12-31 11:31:04.874211,0.199341,-0.064453,1.073975,-1.708984,4.211426,4.699707
2024-12-31 11:31:04.883211,-0.219604,0.028442,0.985596,-1.525879,-0.671387,0.366211
2024-12-31 11:31:04.891211,-0.159912,-0.037476,0.942261,-2.258301,-0.061035,-3.845215
2024-12-31 11:31:04.900211,-0.208252,-0.005249,0.959961,-4.882812,3.051758,-3.540039
2024-12-31 11:31:04.908211,-0.431396,0.043091,0.934937,-1.342773,0.183105,-4.333496
2024-12-31 11:31:04.917211,-0.056763,0.085083,0.993042,-2.197266,0.305176,-4.089355
2024-12-31 11:31:04.925211,0.236816,-0.043335,1.049683,-1.525879,4.028320,-3.234863
2024-12-31 11:31:04.934211,0.891846,-0.110107,1.067017,-6.225586,6.347656,-3.662109
2024-12-31 11:31:04.942211,-0.052856,0.120117,1.024048,-1.403809,3.234863,-13.000488
2024-12-31 11:31:04.951211,-0.046387,-0.033447,0.942017,0.427246,-2.563477,-7.263184
2024-12-31 11:31:04.959211,-0.377930,0.075195,0.918823,-6.103516,0.061035,-5.493164
2024-12-31 11:31:04.968211,-0.458496,-0.054443,0.912476,1.342773,1.098633,-11.108398
2024-12-31 11:31:04.976211,-0.242554,-0.126709,1.000488,-0.793457,2.075195,-11.962891
2024-12-31 11:31:04.984211,-0.259521,0.041138,0.882568,-7.263184,4.333496,-4.638672
2024-12-31 11:31:04.993211,0.073853,0.071899,1.006592,0.915527,1.525879,-9.033203
2024-12-31 11:31:05.001211,0.048340,0.174927,0.981812,-7.751465,8.728027,-13.977051
2024-12-31 11:31:05.010211,-0.002808,-0.167725,1.114380,2.685547,3.234863,-22.338867
2024-12-31 11:31:05.018211,-0.034058,-0.010864,0.907471,-8.178711,0.976562,-23.010254
2024-12-31 11:31:05.027211,-0.142090,-0.102783,1.019775,0.671387,0.061035,-31.311035
2024-12-31 11:31:05.035211,-0.016113,-0.135254,1.085938,-0.122070,1.708984,-25.085449
2024-12-31 11:31:05.044211,-0.218384,-0.110107,0.719604,1.525879,2.624512,-11.840820
2024-12-31 11:31:05.052211,0.140869,0.038452,1.203491,-8.544922,5.126953,-3.417969
2024-12-31 11:31:05.061211,-0.197388,-0.071899,0.849487,-0.976562,1.281738,-5.187988
2024-12-31 11:31:05.069211,0.231323,0.139526,1.144043,-8.666992,3.601074,-0.366211
2024-12-31 11:31:05.078211,-0.304199,-0.171997,0.836670,-6.713867,3.356934,-7.812500
2024-12-31 11:31:05.086211,-0.079590,-0.102905,0.982422,-6.713867,2.258301,-5.310059
2024-12-31 11:31:05.095211,0.166138,-0.088379,1.118896,0.427246,3.479004,-2.197266
2024-12-31 11:31:05.103211,-0.055420,0.078125,0.848022,-11.901855,4.516602,-0.305176
2024-12-31 11:31:05.111211,0.054688,-0.035034,1.087402,3.662109,-1.342773,-5.432129
2024-12-31 11:31:05.120211,-0.026855,0.037354,0.918701,-6.103516,3.173828,-0.793457
2024-12-31 11:31:05.128211,-0.055176,-0.061646,1.128906,1.831055,0.793457,0.671387
2024-12-31 11:31:05.137211,0.154419,0.022705,0.934937,-0.915527,5.004883,2.990723
2024-12-31 11:31:05.145211,0.070679,0.044922,0.973999,5.065918,0.854492,-5.920410
2024-12-31 11:31:05.154211,0.018188,0.083008,1.068604,-3.967285,0.427246,-9.582520
2024-12-31 11:31:05.162211,0.385986,0.064941,1.011353,-0.122070,0.610352,-8.666992
2024-12-31 11:31:05.171211,0.381226,0.050903,1.125000,1.342773,0.305176,-12.390137
2024-12-31 11:31:05.179211,-0.458252,-0.062622,1.004150,-6.835938,-1.892090,-14.892578
2024-12-31 11:31:05.188211,-0.021240,-0.107178,0.921753,-1.098633,-0.915527,-3.662109
2024-12-31 11:31:05.196211,0.112915,-0.101074,0.928833,2.136230,-0.244141,10.559082
2024-12-31 11:31:05.205211,0.641479,0.233765,1.066406,-5.676270,-2.258301,6.713867
2024-12-31 11:31:05.213211,-0.166138,-0.013794,0.963257,-5.065918,-2.441406,-16.601562
2024-12-31 11:31:05.222211,-0.173218,-0.120361,1.008423,-2.868652,-4.333496,-14.648438
2024-12-31 11:31:05.230211,0.049194,-0.021118,0.980103,0.183105,1.892090,-2.990723
2024-12-31 11:31:05.238211,0.122681,-0.078125,1.011353,-1.953125,-3.051758,-0.671387
2024-12-31 11:31:05.247211,0.041138,0.013184,1.020264,-1.953125,-0.305176,1.464844
2024-12-31 11:31:05.255211,0.213501,0.088989,0.992065,-2.502441,3.723145,-3.173828
2024-12-31 11:31:05.264211,0.021240,-0.002930,1.008057,-2.868652,1.586914,-5.249023
2024-12-31 11:31:05.272211,-0.007446,-0.012207,1.005127,-1.464844,0.183105,-2.929688
2024-12-31 11:31:05.281211,-0.025635,0.001831,1.008545,-2.502441,0.732422,-1.220703
2024-12-31 11:31:05.289211,0.023071,-0.006470,1.005981,-1.831055,-0.183105,-0.061035
2024-12-31 11:31:05.298211,0.010498,-0.013794,1.006104,-0.854492,-1.281738,0.122070
2024-12-31 11:31:05.306211,0.007202,-0.009277,1.006714,-0.915527,-1.525879,0.061035
2024-12-31 11:31:05.315211,0.077393,0.009644,1.008057,-0.427246,-2.197266,-0.122070
2024-12-31 11:31:05.323211,0.273438,0.107788,1.010498,-1.892090,-1.647949,-0.915527
2024-12-31 11:31:05.332211,0.090454,0.010742,1.004761,-3.662109,-1.708984,-2.014160
2024-12-31 11:31:05.340211,-0.002808,0.021240,1.019897,-2.685547,-2.807617,1.220703
2024-12-31 11:31:05.348211,0.426270,0.012695,0.975098,-5.249023,3.051758,-7.446289
2024-12-31 11:31:05.357211,0.132690,-0.088135,0.993774,-3.662109,1.586914,-4.455566
2024-12-31 11:31:05.365211,0.004517,-0.014038,1.018677,-2.441406,-2.258301,5.065918
2024-12-31 11:31:05.374211,-0.002319,-0.049194,1.045898,-2.929688,2.197266,8.666992
2024-12-31 11:31:05.382211,-0.165283,-0.230225,1.037354,-1.586914,1.892090,8.605957
2024-12-31 11:31:05.391211,0.121704,-0.131958,0.964844,-2.868652,2.685547,13.916016
2024-12-31 11:31:05.399211,0.381958,-0.079224,0.892578,-1.770020,-0.244141,21.911621
2024-12-31 11:31:05.408211,-0.099121,-0.052368,1.104004,-1.953125,1.037598,24.963379
