millis,ax,ay,az,gx,gy,gz
2024-12-31 11:28:32.015369,-0.005493,0.365601,0.936157,-3.479004,0.793457,-0.671387
2024-12-31 11:28:32.023369,-0.006348,0.365967,0.934814,-3.356934,0.854492,-0.671387
2024-12-31 11:28:32.032369,-0.007202,0.365601,0.935059,-3.540039,0.915527,-0.610352
2024-12-31 11:28:32.040369,-0.008179,0.364868,0.935547,-3.540039,0.732422,-0.732422
2024-12-31 11:28:32.049369,-0.006348,0.364380,0.934814,-3.662109,0.732422,-0.793457
2024-12-31 11:28:32.057369,-0.006592,0.363647,0.935303,-3.662109,0.732422,-0.793457
2024-12-31 11:28:32.066369,-0.005737,0.363281,0.936890,-3.112793,0.793457,-0.793457
2024-12-31 11:28:32.074369,-0.005493,0.362183,0.937134,-3.356934,0.915527,-0.793457
2024-12-31 11:28:32.083369,-0.006104,0.363037,0.936401,-3.356934,0.793457,-0.671387
2024-12-31 11:28:32.091369,-0.005615,0.364258,0.937134,-3.540039,0.915527,-0.732422
2024-12-31 11:28:32.100369,-0.005737,0.364746,0.934570,-3.601074,0.793457,-0.793457
2024-12-31 11:28:32.108369,-0.006836,0.366699,0.934448,-3.723145,0.732422,-0.915527
2024-12-31 11:28:32.117369,-0.006592,0.366821,0.934326,-3.540039,0.976562,-0.793457
2024-12-31 11:28:32.125369,-0.007202,0.367554,0.934204,-3.479004,0.732422,-0.732422
2024-12-31 11:28:32.133369,-0.007324,0.366943,0.934814,-3.601074,0.793457,-0.732422
2024-12-31 11:28:32.142369,-0.006104,0.366577,0.935303,-3.540039,0.976562,-0.854492
2024-12-31 11:28:32.150369,-0.005615,0.363403,0.934448,-3.540039,1.037598,-0.732422
2024-12-31 11:28:32.159369,-0.005371,0.363159,0.936157,-3.784180,0.793457,-0.732422
2024-12-31 11:28:32.167369,-0.005859,0.363159,0.936646,-3.173828,0.854492,-0.671387
2024-12-31 11:28:32.176369,-0.006348,0.363403,0.935913,-3.234863,0.854492,-0.610352
2024-12-31 11:28:32.184369,-0.006348,0.362671,0.935181,-3.356934,0.793457,-0.610352
2024-12-31 11:28:32.193369,-0.007935,0.364258,0.934814,-3.356934,0.732422,-0.732422
2024-12-31 11:28:32.201369,-0.008301,0.365234,0.934326,-3.540039,0.854492,-0.671387
2024-12-31 11:28:32.210369,-0.007446,0.366211,0.935059,-3.967285,0.854492,-0.732422
2024-12-31 11:28:32.218369,-0.005127,0.366821,0.935059,-3.295898,0.732422,-0.793457
2024-12-31 11:28:32.227369,-0.005127,0.367188,0.934326,-3.479004,0.854492,-0.854492
2024-12-31 11:28:32.235369,-0.005371,0.366821,0.934692,-3.417969,0.854492,-0.793457
2024-12-31 11:28:32.244369,-0.003906,0.366821,0.934326,-3.417969,0.671387,-0.732422
2024-12-31 11:28:32.252369,-0.005249,0.366455,0.935547,-3.601074,0.732422,-0.671387
2024-12-31 11:28:32.260369,-0.006958,0.366211,0.934814,-4.211426,0.793457,-0.732422
2024-12-31 11:28:32.269369,-0.005981,0.366943,0.934082,-3.723145,0.854492,-0.671387
2024-12-31 11:28:32.277369,-0.007690,0.366333,0.934937,-3.845215,0.854492,-0.732422
2024-12-31 11:28:32.286369,-0.007202,0.367188,0.934692,-4.211426,0.854492,-0.671387
2024-12-31 11:28:32.294369,-0.005981,0.366821,0.934204,-4.272461,0.976562,-0.610352
2024-12-31 11:28:32.303369,-0.005981,0.368042,0.935791,-4.394531,0.915527,-0.549316
2024-12-31 11:28:32.311369,-0.003418,0.367188,0.934448,-4.760742,0.976562,-0.549316
2024-12-31 11:28:32.320369,-0.001587,0.366821,0.934570,-4.760742,0.854492,-0.549316
2024-12-31 11:28:32.328369,-0.004150,0.369629,0.934082,-4.760742,0.793457,-0.549316
2024-12-31 11:28:32.337369,-0.009521,0.366943,0.933960,-4.211426,0.793457,-0.671387
2024-12-31 11:28:32.345369,-0.009766,0.368652,0.934326,-3.601074,0.793457,-0.793457
2024-12-31 11:28:32.354369,-0.007812,0.369507,0.934082,-3.417969,0.793457,-0.976562
2024-12-31 11:28:32.362369,-0.007080,0.368652,0.933228,-3.173828,0.793457,-1.037598
2024-12-31 11:28:32.370369,-0.005127,0.371216,0.933228,-3.417969,0.854492,-0.793457
2024-12-31 11:28:32.379369,-0.006104,0.368164,0.934814,-3.295898,0.793457,-0.793457
2024-12-31 11:28:32.387369,-0.008667,0.365234,0.936768,-3.479004,0.793457,-0.854492
2024-12-31 11:28:32.396369,-0.007080,0.366211,0.934326,-3.784180,0.732422,-0.732422
2024-12-31 11:28:32.404369,-0.007202,0.366821,0.935059,-3.662109,0.854492,-0.793457
2024-12-31 11:28:32.413369,-0.006470,0.366699,0.933716,-3.723145,0.732422,-0.854492
2024-12-31 11:28:32.421369,-0.006348,0.368896,0.933960,-3.845215,0.793457,-0.793457
2024-12-31 11:28:32.430369,-0.006958,0.369507,0.932861,-3.479004,0.793457,-0.793457
2024-12-31 11:28:32.438369,-0.006470,0.370117,0.933594,-3.601074,0.732422,-0.732422
2024-12-31 11:28:32.447369,-0.006104,0.369019,0.933838,-3.479004,0.854492,-0.732422
2024-12-31 11:28:32.455369,-0.005371,0.369751,0.934448,-3.479004,0.732422,-0.854492
2024-12-31 11:28:32.464369,-0.005737,0.367798,0.934570,-3.723145,0.671387,-0.793457
2024-12-31 11:28:32.472369,-0.006104,0.367554,0.933472,-3.662109,0.671387,-0.854492
2024-12-31 11:28:32.481369,-0.007080,0.368286,0.933960,-3.417969,0.793457,-0.793457
2024-12-31 11:28:32.489369,-0.006836,0.369873,0.934204,-3.601074,0.793457,-0.671387
2024-12-31 11:28:32.497369,-0.008179,0.370239,0.933716,-3.479004,0.915527,-0.671387
2024-12-31 11:28:32.506369,-0.007568,0.370361,0.933105,-3.295898,0.854492,-0.732422
2024-12-31 11:28:32.514369,-0.006958,0.368652,0.932129,-3.356934,0.793457,-0.732422
2024-12-31 11:28:32.523369,-0.005737,0.368774,0.935059,-3.784180,0.854492,-0.793457
2024-12-31 11:28:32.531369,-0.006470,0.368286,0.933838,-3.417969,0.671387,-0.793457
2024-12-31 11:28:32.540369,-0.007080,0.367920,0.933838,-3.540039,0.854492,-0.793457
2024-12-31 11:28:32.548369,-0.005981,0.368042,0.933228,-3.540039,0.915527,-0.854492
2024-12-31 11:28:32.557369,-0.006470,0.370117,0.932983,-3.662109,0.915527,-0.915527
2024-12-31 11:28:32.565369,-0.005981,0.369995,0.932129,-3.601074,0.732422,-0.793457
2024-12-31 11:28:32.574369,-0.006714,0.371094,0.931885,-3.906250,0.732422,-0.854492
2024-12-31 11:28:32.582369,-0.007568,0.370361,0.933350,-3.662109,0.854492,-0.793457
2024-12-31 11:28:32.591369,-0.005981,0.369385,0.932373,-3.662109,0.915527,-0.610352
2024-12-31 11:28:32.599369,-0.004517,0.368530,0.933716,-3.845215,0.854492,-0.610352
2024-12-31 11:28:32.607369,-0.007935,0.368530,0.934082,-4.089355,0.854492,-0.610352
2024-12-31 11:28:32.616369,-0.008301,0.367432,0.934204,-4.150391,0.793457,-0.610352
2024-12-31 11:28:32.624369,-0.007446,0.369141,0.932983,-4.333496,0.915527,-0.671387
2024-12-31 11:28:32.633369,-0.005859,0.369873,0.933594,-3.601074,0.854492,-0.671387
2024-12-31 11:28:32.641369,-0.008057,0.369995,0.931641,-3.479004,0.854492,-0.671387
2024-12-31 11:28:32.650369,-0.007446,0.370850,0.932251,-3.662109,0.793457,-0.610352
2024-12-31 11:28:32.658369,-0.007324,0.372681,0.932007,-3.479004,0.793457,-0.793457
2024-12-31 11:28:32.667369,-0.006592,0.372681,0.933594,-3.295898,0.854492,-0.732422
2024-12-31 11:28:32.675369,-0.006958,0.370361,0.931641,-3.601074,0.915527,-0.732422
2024-12-31 11:28:32.684369,-0.005737,0.371216,0.933350,-3.417969,0.915527,-0.732422
2024-12-31 11:28:32.692369,-0.005737,0.369141,0.933105,-3.479004,0.915527,-0.793457
2024-12-31 11:28:32.701369,-0.004761,0.370361,0.932617,-3.479004,0.793457,-0.732422
2024-12-31 11:28:32.709369,-0.005615,0.370117,0.932617,-3.479004,0.793457,-0.671387
2024-12-31 11:28:32.718369,-0.007202,0.371216,0.933105,-3.601074,0.732422,-0.732422
2024-12-31 11:28:32.726369,-0.007812,0.370605,0.931763,-3.723145,0.793457,-0.732422
2024-12-31 11:28:32.734369,-0.007812,0.369995,0.933350,-3.723145,0.854492,-0.793457
2024-12-31 11:28:32.743369,-0.006836,0.371094,0.932495,-3.540039,0.976562,-0.793457
2024-12-31 11:28:32.751369,-0.007690,0.371338,0.935181,-3.540039,0.793457,-0.732422
2024-12-31 11:28:32.760369,-0.006226,0.371704,0.934570,-3.479004,0.793457,-0.671387
2024-12-31 11:28:32.768369,-0.004517,0.368896,0.932983,-3.601074,0.732422,-0.793457
2024-12-31 11:28:32.777369,-0.004883,0.372192,0.932373,-3.723145,0.793457,-0.854492
2024-12-31 11:28:32.785369,-0.005371,0.372437,0.932617,-3.784180,0.732422,-0.732422
2024-12-31 11:28:32.794369,-0.005493,0.371460,0.931763,-3.356934,0.793457,-0.793457
2024-12-31 11:28:32.802369,-0.005859,0.372925,0.932129,-3.234863,0.793457,-0.793457
2024-12-31 11:28:32.811369,-0.005981,0.371216,0.932983,-3.417969,0.793457,-0.793457
2024-12-31 11:28:32.819369,-0.006714,0.371460,0.931152,-3.845215,0.854492,-0.732422
2024-12-31 11:28:32.828369,-0.007935,0.371216,0.933228,-3.723145,0.793457,-0.732422
2024-12-31 11:28:32.836369,-0.008057,0.370972,0.932861,-3.417969,0.915527,-0.671387
2024-12-31 11:28:32.845369,-0.008057,0.370972,0.933472,-3.295898,0.976562,-0.732422
2024-12-31 11:28:32.853369,-0.006836,0.370117,0.932007,-3.601074,0.854492,-0.732422
2024-12-31 11:28:32.861369,-0.006104,0.371460,0.932373,-3.356934,0.793457,-0.793457
2024-12-31 11:28:32.870369,-0.005859,0.371094,0.933105,-3.295898,0.854492,-0.793457
2024-12-31 11:28:32.878369,-0.005249,0.373535,0.933838,-3.295898,0.732422,-0.793457
2024-12-31 11:28:32.887369,-0.007446,0.370850,0.930176,-3.479004,0.793457,-0.854492
2024-12-31 11:28:32.895369,-0.006958,0.372559,0.930908,-3.356934,0.854492,-0.793457
2024-12-31 11:28:32.904369,-0.006958,0.373535,0.931396,-3.295898,0.793457,-0.732422
2024-12-31 11:28:32.912369,-0.006836,0.371948,0.930542,-3.234863,0.671387,-0.732422
2024-12-31 11:28:32.921369,-0.007202,0.372925,0.931763,-3.356934,0.793457,-0.793457
2024-12-31 11:28:32.929369,-0.006592,0.371704,0.929810,-3.479004,0.793457,-0.793457
2024-12-31 11:28:32.938369,-0.006470,0.373901,0.931885,-3.601074,0.793457,-0.732422
2024-12-31 11:28:32.946369,-0.006714,0.371216,0.932129,-3.112793,0.732422,-0.854492
2024-12-31 11:28:32.955369,-0.007080,0.371216,0.932251,-3.234863,0.732422,-0.854492
2024-12-31 11:28:32.963369,-0.006958,0.372437,0.932007,-3.234863,0.793457,-0.793457
2024-12-31 11:28:32.971369,-0.005737,0.371704,0.931030,-3.051758,0.854492,-0.854492
2024-12-31 11:28:32.980369,-0.005127,0.372437,0.932251,-3.295898,0.793457,-0.793457
2024-12-31 11:28:32.988369,-0.005127,0.371826,0.931030,-3.662109,0.854492,-0.793457
2024-12-31 11:28:32.997369,-0.005615,0.373413,0.931641,-3.479004,0.793457,-0.793457
2024-12-31 11:28:33.005369,-0.005859,0.373413,0.932129,-3.051758,0.732422,-0.793457
2024-12-31 11:28:33.014369,-0.005981,0.372070,0.932251,-2.990723,0.793457,-0.915527
2024-12-31 11:28:33.022369,-0.006592,0.372925,0.934082,-3.234863,0.732422,-0.793457
2024-12-31 11:28:33.031369,-0.007935,0.372559,0.933228,-3.356934,0.793457,-0.793457
2024-12-31 11:28:33.039369,-0.007812,0.372681,0.931885,-3.784180,0.793457,-0.732422
2024-12-31 11:28:33.048369,-0.007690,0.373169,0.931763,-3.356934,0.793457,-0.732422
2024-12-31 11:28:33.056369,-0.008179,0.373047,0.932861,-3.356934,0.915527,-0.732422
2024-12-31 11:28:33.065369,-0.006104,0.371582,0.932495,-3.112793,0.732422,-0.793457
2024-12-31 11:28:33.073369,-0.006104,0.369873,0.932861,-3.173828,0.732422,-0.793457
2024-12-31 11:28:33.082369,-0.005615,0.371094,0.935059,-3.295898,0.732422,-0.793457
2024-12-31 11:28:33.090369,-0.005737,0.370483,0.932861,-3.601074,0.793457,-0.854492
2024-12-31 11:28:33.098369,-0.006470,0.372559,0.931885,-3.601074,0.854492,-0.732422
2024-12-31 11:28:33.107369,-0.005859,0.373779,0.932251,-3.295898,0.915527,-0.732422
2024-12-31 11:28:33.115369,-0.006104,0.374512,0.931885,-3.479004,0.793457,-0.854492
2024-12-31 11:28:33.124369,-0.007202,0.375366,0.930786,-3.356934,0.793457,-0.793457
2024-12-31 11:28:33.132369,-0.005615,0.375000,0.931152,-3.417969,0.732422,-0.854492
2024-12-31 11:28:33.141369,-0.006470,0.373413,0.930908,-3.906250,0.671387,-0.793457
2024-12-31 11:28:33.149369,-0.006226,0.372437,0.932251,-3.417969,0.610352,-0.854492
2024-12-31 11:28:33.158369,-0.006348,0.371094,0.933105,-3.234863,0.732422,-0.915527
2024-12-31 11:28:33.166369,-0.007080,0.371704,0.932007,-3.417969,0.732422,-0.854492
2024-12-31 11:28:33.175369,-0.007812,0.371216,0.932739,-3.479004,0.732422,-0.915527
2024-12-31 11:28:33.183369,-0.008667,0.371460,0.932373,-3.417969,0.732422,-0.915527
2024-12-31 11:28:33.192369,-0.006836,0.371094,0.931030,-3.479004,0.793457,-0.915527
2024-12-31 11:28:33.200369,-0.061768,0.484985,0.914551,-2.929688,1.647949,-1.098633
2024-12-31 11:28:33.209369,-0.028076,0.537476,0.943481,17.700195,12.023926,-7.751465
2024-12-31 11:28:33.217369,0.110840,0.372070,0.903687,49.499512,21.545410,-23.681641
2024-12-31 11:28:33.225369,0.059692,0.302002,0.902466,30.456543,19.409180,-24.414062
2024-12-31 11:28:33.234369,0.107910,0.317993,0.846069,-6.225586,6.835938,-14.953613
2024-12-31 11:28:33.242369,0.088745,0.305054,0.866455,-33.630371,-9.765625,-6.103516
2024-12-31 11:28:33.251369,0.018188,0.244873,0.974121,-19.653320,-30.029297,-4.150391
2024-12-31 11:28:33.259369,-0.045654,0.261597,1.104126,-32.165527,-35.095215,7.263184
2024-12-31 11:28:33.268369,-0.042236,0.366211,0.882324,-92.224121,-6.835938,17.822266
2024-12-31 11:28:33.276369,-0.112183,0.529541,0.867676,-49.743652,5.126953,7.873535
2024-12-31 11:28:33.285369,-0.104858,0.403564,0.925171,19.531250,5.432129,-8.422852
2024-12-31 11:28:33.293369,-0.025757,0.316650,0.944580,23.742676,2.441406,-10.925293
2024-12-31 11:28:33.302369,-0.007202,0.289307,0.971680,7.751465,-1.037598,-6.408691
2024-12-31 11:28:33.310369,-0.004272,0.365723,0.936157,-12.329102,-0.793457,0.427246
2024-12-31 11:28:33.319369,-0.016602,0.421265,0.910767,-23.193359,1.159668,3.540039
2024-12-31 11:28:33.327369,-0.012451,0.418213,0.911255,-12.451172,1.403809,1.037598
2024-12-31 11:28:33.335369,-0.006958,0.381592,0.928955,-0.305176,1.159668,-1.586914
2024-12-31 11:28:33.344369,-0.002441,0.373901,0.928345,-0.122070,1.159668,-2.075195
2024-12-31 11:28:33.352369,-0.004883,0.377441,0.930542,-3.662109,0.549316,-1.159668
2024-12-31 11:28:33.361369,-0.007690,0.390015,0.925537,-5.615234,0.305176,-0.549316
2024-12-31 11:28:33.369369,-0.007935,0.391968,0.924438,-5.004883,0.671387,-0.732422
2024-12-31 11:28:33.378369,-0.006836,0.384521,0.926270,-2.685547,1.037598,-1.098633
2024-12-31 11:28:33.386369,-0.005371,0.379517,0.929565,-2.319336,0.915527,-1.159668
2024-12-31 11:28:33.395369,-0.007080,0.384155,0.928467,-3.845215,0.610352,-0.854492
2024-12-31 11:28:33.403369,-0.007568,0.387695,0.924683,-5.004883,0.549316,-0.671387
2024-12-31 11:28:33.412369,-0.007080,0.388550,0.924072,-4.028320,0.793457,-0.732422
2024-12-31 11:28:33.420369,-0.005371,0.384888,0.926636,-3.295898,0.854492,-0.976562
2024-12-31 11:28:33.429369,-0.005005,0.384277,0.925659,-3.295898,0.976562,-0.854492
2024-12-31 11:28:33.437369,-0.006470,0.386597,0.926514,-3.662109,0.854492,-0.671387
2024-12-31 11:28:33.446369,-0.004395,0.389038,0.927002,-3.723145,0.915527,-0.671387
2024-12-31 11:28:33.454369,0.002197,0.394897,0.922485,-3.967285,0.854492,-1.098633
2024-12-31 11:28:33.462369,0.006958,0.397095,0.920898,-3.601074,0.854492,-1.403809
2024-12-31 11:28:33.471369,0.005737,0.395874,0.921265,-3.845215,0.610352,-1.892090
2024-12-31 11:28:33.479369,0.009644,0.394287,0.918335,-4.699707,0.610352,-2.258301
2024-12-31 11:28:33.488369,-0.002808,0.393066,0.917114,-4.638672,0.671387,-2.807617
2024-12-31 11:28:33.496369,-0.028198,0.372070,0.936523,-2.075195,0.244141,-3.540039
2024-12-31 11:28:33.505369,-0.020386,0.364868,0.936279,-1.464844,0.061035,-3.479004
2024-12-31 11:28:33.513369,0.088623,1.296997,0.548462,10.925293,-1.342773,-4.455566
2024-12-31 11:28:33.522369,-0.029297,0.262329,0.947144,215.209961,-19.348145,-41.870117
2024-12-31 11:28:33.530369,-0.057617,0.182373,0.959595,283.874512,-13.793945,-50.659180
2024-12-31 11:28:33.539369,-0.057373,0.315430,0.920776,250.549316,-10.681152,-45.715332
2024-12-31 11:28:33.547369,-0.046509,0.274780,0.937012,261.352539,-10.742188,-47.241211
2024-12-31 11:28:33.556369,-0.047241,0.180542,0.974487,269.287109,-9.094238,-53.649902
2024-12-31 11:28:33.564369,-0.052734,0.113403,0.991089,264.282227,-7.324219,-71.044922
2024-12-31 11:28:33.572369,-0.293335,-0.073975,0.929688,260.498047,2.136230,-70.922852
2024-12-31 11:28:33.581369,-0.034180,0.104492,0.992065,279.479980,8.422852,-61.706543
2024-12-31 11:28:33.589369,0.198364,-0.361938,1.197388,203.186035,-3.479004,-50.231934
2024-12-31 11:28:33.598369,0.005859,-0.031860,1.017700,15.686035,-8.239746,-8.972168
2024-12-31 11:28:33.606369,-0.008911,-0.015259,1.014038,-1.525879,-2.258301,-1.037598
2024-12-31 11:28:33.615369,-0.002686,-0.013672,1.006958,-1.831055,0.549316,-0.854492
2024-12-31 11:28:33.623369,-0.010254,-0.011963,1.007690,-2.502441,0.854492,-0.854492
2024-12-31 11:28:33.632369,-0.007935,-0.010376,1.008301,-2.746582,1.098633,-1.098633
2024-12-31 11:28:33.640369,-0.009766,-0.012817,1.004639,-2.929688,1.281738,-1.464844
2024-12-31 11:28:33.649369,-0.038086,-0.026367,1.004761,-2.868652,0.610352,-1.647949
2024-12-31 11:28:33.657369,0.012451,-0.016602,1.010498,-3.112793,0.244141,-0.671387
2024-12-31 11:28:33.666369,-0.014282,-0.023804,1.003784,-3.601074,0.305176,1.586914
2024-12-31 11:28:33.674369,-0.069458,-0.045044,1.000854,-3.356934,0.061035,3.967285
2024-12-31 11:28:33.683369,0.041870,0.013306,1.013428,-3.784180,-1.159668,4.638672
2024-12-31 11:28:33.691369,0.040283,0.030273,1.008911,-3.784180,-0.427246,1.464844
2024-12-31 11:28:33.699369,0.007568,0.002197,1.006470,-2.807617,0.427246,-0.244141
2024-12-31 11:28:33.708369,-0.002075,-0.008057,1.005615,-2.319336,0.305176,-0.366211
2024-12-31 11:28:33.716369,-0.004761,-0.008301,1.008301,-2.624512,0.061035,-0.549316
2024-12-31 11:28:33.725369,-0.006226,-0.010254,1.007080,-2.197266,0.061035,-0.671387
2024-12-31 11:28:33.733369,-0.006836,-0.010498,1.009277,-1.892090,0.244141,-0.671387
2024-12-31 11:28:33.742369,-0.006226,-0.009521,1.006348,-2.197266,0.488281,-0.793457
2024-12-31 11:28:33.750369,-0.004272,-0.009155,1.005737,-2.014160,0.366211,-0.732422
2024-12-31 11:28:33.759369,-0.006104,-0.010010,1.006470,-2.197266,0.183105,-0.610352
2024-12-31 11:28:33.767369,-0.006348,-0.010498,1.007446,-2.197266,0.061035,-0.732422
2024-12-31 11:28:33.776369,-0.005127,-0.010254,1.008179,-2.136230,0.244141,-0.915527
2024-12-31 11:28:33.784369,-0.005493,-0.010742,1.006714,-2.502441,0.488281,-0.854492
2024-12-31 11:28:33.793369,-0.006226,-0.010376,1.006104,-2.868652,0.671387,-0.915527
2024-12-31 11:28:33.801369,-0.005615,-0.011475,1.006836,-2.990723,0.671387,-0.976562
2024-12-31 11:28:33.809369,-0.006958,-0.012695,1.006958,-3.234863,0.671387,-0.976562
2024-12-31 11:28:33.818369,-0.005493,-0.012451,1.005615,-3.906250,0.671387,-1.098633
2024-12-31 11:28:33.826369,-0.008545,-0.017090,1.005615,-4.028320,0.854492,-0.915527
2024-12-31 11:28:33.835369,-0.009644,-0.011719,1.010742,-4.943848,0.915527,-0.854492
2024-12-31 11:28:33.843369,-0.009033,-0.008179,1.007812,-4.760742,1.037598,-0.976562
2024-12-31 11:28:33.852369,-0.012207,-0.016235,1.004395,-5.004883,1.403809,-1.281738
2024-12-31 11:28:33.860369,-0.036865,-0.055908,0.998779,-5.310059,1.220703,-3.234863
2024-12-31 11:28:33.869369,-0.088989,-0.157349,1.004395,-5.187988,0.183105,-7.263184
2024-12-31 11:28:33.877369,-0.031982,-0.058960,1.010132,-6.286621,0.061035,-6.347656
2024-12-31 11:28:33.886369,-0.088989,-0.077881,1.001953,-7.446289,-0.122070,-0.854492
2024-12-31 11:28:33.894369,0.072388,0.063354,1.012329,-6.713867,-0.244141,4.211426
2024-12-31 11:28:33.903369,0.047363,0.014038,1.001831,-3.417969,1.953125,0.061035
2024-12-31 11:28:33.911369,0.101196,0.082520,1.002930,-4.028320,0.915527,7.202148
2024-12-31 11:28:33.920369,0.028931,-0.030884,1.001709,-5.737305,0.000000,10.070801
2024-12-31 11:28:33.928369,0.000366,0.059814,1.008057,-4.882812,-0.366211,7.324219
2024-12-31 11:28:33.936369,0.010254,0.044678,1.001465,-3.906250,0.122070,3.906250
2024-12-31 11:28:33.945369,0.189209,-0.161865,1.002319,-0.610352,0.671387,6.652832
2024-12-31 11:28:33.953369,0.065430,0.018555,1.000366,-1.770020,1.098633,12.451172
2024-12-31 11:28:33.962369,-0.135376,0.079956,1.017090,-1.708984,1.464844,10.070801
2024-12-31 11:28:33.970369,-0.029541,0.022339,1.006836,-0.610352,2.746582,7.873535
2024-12-31 11:28:33.979369,-0.067261,0.011963,1.006836,-1.159668,2.014160,2.563477
2024-12-31 11:28:33.987369,-0.012085,-0.008545,1.007812,-0.793457,0.915527,0.183105
2024-12-31 11:28:33.996369,-0.005005,-0.011108,1.005249,-1.525879,0.732422,-1.220703
2024-12-31 11:28:34.004369,-0.022583,-0.018921,1.015625,-1.586914,0.793457,-1.281738
2024-12-31 11:28:34.013369,-0.008545,-0.007568,1.005371,-2.746582,1.220703,-1.708984
2024-12-31 11:28:34.021369,-0.006104,-0.010254,1.006836,-3.051758,1.220703,-1.159668
2024-12-31 11:28:34.030369,-0.006836,-0.010132,1.008545,-2.990723,1.220703,-1.098633
2024-12-31 11:28:34.038369,-0.007690,-0.013184,1.007324,-2.868652,1.403809,-1.037598
2024-12-31 11:28:34.047369,-0.006714,-0.013916,1.010010,-3.051758,1.647949,-0.915527
2024-12-31 11:28:34.055369,-0.008301,-0.012329,1.010498,-3.784180,2.197266,-0.854492
2024-12-31 11:28:34.063369,-0.005127,-0.012207,1.007202,-3.967285,2.929688,-0.976562
2024-12-31 11:28:34.072369,-0.004761,-0.010864,1.007812,-4.089355,3.173828,-1.281738
2024-12-31 11:28:34.080369,-0.005005,-0.011597,1.010254,-4.272461,3.051758,-1.831055
