millis,mx,my,mz
2025-04-14 12:49:51.601472,-7.690430,26.989746,-63.195801
2025-04-14 12:49:51.614472,-7.519531,26.770020,-63.098145
2025-04-14 12:49:51.627472,-7.922363,26.635742,-62.500000
2025-04-14 12:49:51.640472,-7.617188,26.953125,-63.012695
2025-04-14 12:49:51.653472,-7.934570,26.477051,-63.793945
2025-04-14 12:49:51.666472,-7.617188,26.208496,-64.184570
2025-04-14 12:49:51.678472,-7.727051,26.086426,-63.952637
2025-04-14 12:49:51.691472,-8.142090,26.159668,-64.001465
2025-04-14 12:49:51.704472,-7.983398,26.599121,-63.903809
2025-04-14 12:49:51.717472,-8.227539,26.379395,-64.672852
2025-04-14 12:49:51.730472,-8.483887,26.623535,-64.758301
2025-04-14 12:49:51.743472,-8.679199,26.867676,-64.941406
2025-04-14 12:49:51.756472,-7.958984,26.416016,-64.587402
2025-04-14 12:49:51.769472,-7.934570,26.770020,-63.818359
2025-04-14 12:49:51.782472,-8.032227,26.306152,-64.782715
2025-04-14 12:49:51.795472,-8.239746,26.135254,-65.087891
2025-04-14 12:49:51.807472,-7.775879,26.684570,-65.063477
2025-04-14 12:49:51.820472,-8.178711,26.098633,-64.611816
2025-04-14 12:49:51.833472,-7.714844,26.318359,-64.318848
2025-04-14 12:49:51.846472,-8.288574,26.269531,-65.893555
2025-04-14 12:49:51.859472,-8.117676,26.428223,-66.259766
2025-04-14 12:49:51.872472,-8.154297,26.574707,-65.234375
2025-04-14 12:49:51.885472,-8.129883,26.306152,-65.356445
2025-04-14 12:49:51.898472,-8.105469,26.623535,-65.063477
2025-04-14 12:49:51.911472,-7.641602,26.660156,-64.099121
2025-04-14 12:49:51.924472,-7.897949,26.696777,-65.002441
2025-04-14 12:49:51.937472,-8.044434,26.794434,-66.162109
2025-04-14 12:49:51.950472,-8.056641,26.550293,-65.380859
2025-04-14 12:49:51.962472,-7.690430,26.586914,-65.002441
2025-04-14 12:49:51.975472,-7.812500,26.745605,-65.356445
2025-04-14 12:49:51.988472,-8.032227,26.684570,-65.820312
2025-04-14 12:49:52.001472,-7.849121,27.062988,-64.685059
2025-04-14 12:49:52.014472,-7.946777,27.050781,-64.819336
2025-04-14 12:49:52.027472,-7.849121,27.075195,-65.466309
2025-04-14 12:49:52.040472,-8.166504,26.782227,-65.856934
2025-04-14 12:49:52.053472,-7.971191,26.367188,-66.003418
2025-04-14 12:49:52.066472,-8.691406,26.904297,-66.223145
2025-04-14 12:49:52.079472,-8.557129,26.440430,-66.674805
2025-04-14 12:49:52.091472,-8.752441,26.623535,-66.357422
2025-04-14 12:49:52.104472,-8.251953,26.550293,-68.164062
2025-04-14 12:49:52.117472,-8.435059,26.379395,-66.345215
2025-04-14 12:49:52.130472,-8.764648,26.391602,-67.712402
2025-04-14 12:49:52.143472,-8.935547,26.916504,-67.163086
2025-04-14 12:49:52.156472,-8.605957,26.953125,-67.993164
2025-04-14 12:49:52.169472,-8.740234,27.380371,-67.944336
2025-04-14 12:49:52.182472,-8.874512,26.672363,-67.297363
2025-04-14 12:49:52.195472,-9.277344,26.660156,-67.468262
