millis,mx,my,mz
2025-04-14 12:51:01.791908,-120.507812,3.076172,-232.409668
2025-04-14 12:51:01.804908,-122.106934,3.417969,-233.557129
2025-04-14 12:51:01.817908,-123.498535,3.881836,-234.069824
2025-04-14 12:51:01.830908,-125.988770,3.320312,-235.290527
2025-04-14 12:51:01.843908,-127.978516,2.917480,-237.194824
2025-04-14 12:51:01.856908,-129.541016,2.221680,-238.500977
2025-04-14 12:51:01.869908,-131.933594,1.599121,-239.318848
2025-04-14 12:51:01.881908,-134.924316,0.769043,-240.661621
2025-04-14 12:51:01.894908,-138.281250,0.097656,-242.614746
2025-04-14 12:51:01.907908,-141.076660,-0.781250,-243.200684
2025-04-14 12:51:01.920908,-145.300293,-0.866699,-245.727539
2025-04-14 12:51:01.933908,-149.633789,-2.612305,-247.717285
2025-04-14 12:51:01.946908,-153.576660,-3.234863,-248.815918
2025-04-14 12:51:01.959908,-155.859375,-3.088379,-250.134277
2025-04-14 12:51:01.972908,-156.518555,-3.588867,-248.913574
2025-04-14 12:51:01.985908,-157.958984,-3.442383,-250.585938
2025-04-14 12:51:01.998908,-159.179688,-3.588867,-250.842285
2025-04-14 12:51:02.011908,-159.289551,-3.247070,-251.684570
2025-04-14 12:51:02.023908,-158.850098,-2.929688,-251.440430
2025-04-14 12:51:02.036908,-160.412598,-2.978516,-251.892090
2025-04-14 12:51:02.049908,-162.316895,-2.136230,-252.478027
2025-04-14 12:51:02.062908,-162.719727,-0.781250,-254.284668
2025-04-14 12:51:02.075908,-161.669922,0.427246,-254.492188
2025-04-14 12:51:02.088908,-161.560059,0.976562,-254.113770
2025-04-14 12:51:02.101908,-161.547852,2.429199,-255.395508
2025-04-14 12:51:02.114908,-165.295410,4.150391,-257.873535
2025-04-14 12:51:02.127908,-168.164062,4.357910,-258.593750
2025-04-14 12:51:02.140908,-172.045898,4.870605,-259.521484
2025-04-14 12:51:02.153908,-176.171875,5.371094,-261.706543
2025-04-14 12:51:02.165908,-180.114746,6.616211,-263.964844
2025-04-14 12:51:02.178908,-184.375000,6.701660,-266.809082
2025-04-14 12:51:02.191908,-189.111328,6.762695,-268.090820
2025-04-14 12:51:02.204908,-193.554688,7.556152,-270.251465
2025-04-14 12:51:02.217908,-197.290039,8.605957,-273.205566
2025-04-14 12:51:02.230908,-200.427246,8.837891,-275.146484
2025-04-14 12:51:02.243908,-203.576660,9.729004,-277.197266
2025-04-14 12:51:02.256908,-204.992676,10.009766,-280.236816
2025-04-14 12:51:02.269908,-205.786133,9.570312,-282.922363
2025-04-14 12:51:02.282908,-207.006836,9.472656,-285.974121
2025-04-14 12:51:02.295908,-208.398438,7.885742,-288.928223
2025-04-14 12:51:02.307908,-208.911133,6.115723,-293.103027
2025-04-14 12:51:02.320908,-207.397461,3.430176,-297.021484
2025-04-14 12:51:02.333908,-202.160645,-1.489258,-299.279785
2025-04-14 12:51:02.346908,-195.263672,-6.933594,-304.821777
2025-04-14 12:51:02.359908,-186.096191,-15.405273,-311.083984
2025-04-14 12:51:02.372908,-177.270508,-28.625488,-315.051270
2025-04-14 12:51:02.385908,-169.421387,-42.895508,-315.637207
2025-04-14 12:51:02.398908,-168.273926,-56.091309,-310.034180
2025-04-14 12:51:02.411908,-176.477051,-69.824219,-302.429199
2025-04-14 12:51:02.424908,-203.564453,-84.973145,-286.853027
2025-04-14 12:51:02.436908,-251.770020,-98.205566,-250.390625
2025-04-14 12:51:02.449908,-305.371094,-99.267578,-175.061035
2025-04-14 12:51:02.462908,-333.911133,-79.211426,-72.937012
2025-04-14 12:51:02.475908,-324.572754,-44.885254,19.091797
2025-04-14 12:51:02.488908,-291.394043,-12.292480,79.089355
2025-04-14 12:51:02.501908,-251.208496,14.587402,124.841309
2025-04-14 12:51:02.514908,-212.390137,31.652832,178.845215
2025-04-14 12:51:02.527908,-152.185059,36.120605,233.923340
2025-04-14 12:51:02.540908,-85.668945,20.385742,263.330078
2025-04-14 12:51:02.553908,-36.206055,-6.091309,266.210938
2025-04-14 12:51:02.566908,5.273438,-33.508301,265.954590
2025-04-14 12:51:02.578908,37.658691,-55.969238,265.051270
2025-04-14 12:51:02.591908,54.736328,-77.026367,262.158203
2025-04-14 12:51:02.604908,57.519531,-97.668457,258.044434
2025-04-14 12:51:02.617908,50.683594,-120.471191,260.949707
2025-04-14 12:51:02.630908,28.125000,-143.701172,272.595215
2025-04-14 12:51:02.643908,-30.737305,-162.963867,285.522461
2025-04-14 12:51:02.656908,-149.377441,-164.477539,277.319336
2025-04-14 12:51:02.669908,-304.577637,-131.713867,217.858887
2025-04-14 12:51:02.682908,-400.000000,-66.662598,110.180664
2025-04-14 12:51:02.695908,-400.000000,20.935059,-43.615723
2025-04-14 12:51:02.708908,-400.000000,111.340332,-214.904785
2025-04-14 12:51:02.720908,-400.000000,172.192383,-353.063965
2025-04-14 12:51:02.733908,-400.000000,193.542480,-400.000000
2025-04-14 12:51:02.746908,-400.000000,178.710938,-400.000000
2025-04-14 12:51:02.759908,-358.520508,137.109375,-400.000000
2025-04-14 12:51:02.772908,-286.584473,79.211426,-400.000000
2025-04-14 12:51:02.785908,-243.273926,23.461914,-400.000000
2025-04-14 12:51:02.798908,-224.829102,-27.661133,-400.000000
2025-04-14 12:51:02.811908,-228.454590,-73.937988,-400.000000
2025-04-14 12:51:02.824908,-251.550293,-111.962891,-400.000000
2025-04-14 12:51:02.837908,-282.934570,-138.525391,-340.368652
2025-04-14 12:51:02.850908,-311.157227,-142.834473,-251.086426
2025-04-14 12:51:02.862908,-330.920410,-120.959473,-148.876953
2025-04-14 12:51:02.875908,-331.115723,-76.074219,-44.201660
2025-04-14 12:51:02.888908,-307.861328,-22.180176,40.783691
2025-04-14 12:51:02.901908,-272.387695,25.854492,103.173828
2025-04-14 12:51:02.914908,-240.966797,62.365723,164.208984
2025-04-14 12:51:02.927908,-190.942383,98.767090,239.282227
2025-04-14 12:51:02.940908,-112.683105,113.854980,313.122559
2025-04-14 12:51:02.953908,-24.157715,80.236816,361.340332
2025-04-14 12:51:02.966908,27.307129,11.621094,361.499023
2025-04-14 12:51:02.979908,45.764160,-48.840332,334.411621
